# Total Phase Data Center(tm) v6.73
# (c) 2005-2017 Total Phase, Inc.
# www.totalphase.com
#
# 
#
# 
Time (s),VBUS Voltage (V),VBUS Current (A),VCONN Voltage (V),VCONN Current (A),CC1 Voltage (V),CC1 Current (A),CC2 Voltage (V),CC2 Current (A)
0.097629,0.000000,0.000000,2.395000,0.000000,0.000000,0.000000,0.000000,0.000000
0.105629,0.000000,0.000000,2.395000,0.000000,0.000000,0.000000,0.000000,0.000000
0.113629,0.000000,0.000000,2.395000,0.000000,2.973000,0.000000,0.000000,0.000000
0.121629,0.000000,0.000000,2.395000,0.000000,2.973000,0.000000,2.395000,0.000000
0.129629,0.001000,0.000000,2.395000,0.000000,2.973000,0.000000,2.395000,0.000000
0.137629,0.001000,0.000000,2.395000,0.000000,2.973000,0.000000,2.395000,0.000000
0.145629,0.001000,0.000000,2.403000,0.000000,2.973000,0.000000,2.395000,0.000000
0.153629,0.001000,0.000000,2.403000,0.000000,2.973000,0.000000,2.395000,0.000000
0.161629,0.001000,0.000000,2.403000,0.000000,2.972000,0.000000,2.395000,0.000000
0.169629,0.001000,0.000000,2.403000,0.000000,2.972000,0.000000,2.400000,0.000000
0.177629,0.000000,0.000000,2.403000,0.000000,2.972000,0.000000,2.400000,0.000000
0.185629,0.000000,0.000000,2.403000,0.000000,2.972000,0.000000,2.400000,0.000000
0.193629,0.000000,0.000000,2.407000,0.000000,2.972000,0.000000,2.400000,0.000000
0.201629,0.000000,0.000000,2.407000,0.000000,2.972000,0.000000,2.400000,0.000000
0.209629,0.000000,0.000000,2.407000,0.000000,2.973000,0.000000,2.400000,0.000000
0.217629,0.000000,0.000000,2.407000,0.000000,2.973000,0.000000,2.403000,0.000000
0.225629,0.000000,0.000000,2.407000,0.000000,2.973000,0.000000,2.403000,0.000000
0.233629,0.000000,0.000000,2.407000,0.000000,2.973000,0.000000,2.403000,0.000000
0.241629,0.000000,0.000000,2.412000,0.000000,2.973000,0.000000,2.403000,0.000000
0.249629,0.000000,0.000000,2.412000,0.000000,2.973000,0.000000,2.403000,0.000000
0.257629,0.000000,0.000000,2.412000,0.000000,2.973000,0.000000,2.403000,0.000000
0.265629,0.000000,0.000000,2.412000,0.000000,2.973000,0.000000,2.411000,0.000000
0.273629,0.001000,0.000000,2.412000,0.000000,2.973000,0.000000,2.411000,0.000000
0.281629,0.001000,0.000000,2.412000,0.000000,2.973000,0.000000,2.411000,0.000000
0.289629,0.001000,0.000000,2.417000,0.000000,2.973000,0.000000,2.411000,0.000000
0.297629,0.001000,0.000000,2.417000,0.000000,2.973000,0.000000,2.411000,0.000000
0.305629,0.001000,0.000000,2.417000,0.000000,2.973000,0.000000,2.411000,0.000000
0.313629,0.001000,0.000000,2.417000,0.000000,2.974000,0.000000,2.411000,0.000000
0.321629,0.001000,0.000000,2.417000,0.000000,2.974000,0.000000,2.411000,0.000000
0.329629,0.001000,0.000000,2.417000,0.000000,2.974000,0.000000,2.411000,0.000000
0.337629,0.001000,0.000000,2.417000,0.000000,2.974000,0.000000,2.411000,0.000000
0.345629,0.001000,0.000000,2.420000,0.000000,2.974000,0.000000,2.411000,0.000000
0.353629,0.001000,0.000000,2.420000,0.000000,2.974000,0.000000,2.411000,0.000000
0.361629,0.001000,0.000000,2.420000,0.000000,2.972000,0.000000,2.411000,0.000000
0.369629,0.001000,0.000000,2.420000,0.000000,2.972000,0.000000,2.416000,0.000000
0.377629,0.000000,0.000000,2.420000,0.000000,2.972000,0.000000,2.416000,0.000000
0.385629,0.000000,0.000000,2.420000,0.000000,2.972000,0.000000,2.416000,0.000000
0.393629,0.000000,0.000000,2.422000,0.000000,2.972000,0.000000,2.416000,0.000000
0.401629,0.000000,0.000000,2.422000,0.000000,2.972000,0.000000,2.416000,0.000000
0.409629,0.000000,0.000000,2.422000,0.000000,2.973000,0.000000,2.416000,0.000000
0.417629,0.000000,0.000000,2.422000,0.000000,2.973000,0.000000,2.417000,0.000000
0.425629,0.002000,0.000000,2.422000,0.000000,2.973000,0.000000,2.417000,0.000000
0.433629,0.002000,0.000000,2.422000,0.000000,2.973000,0.000000,2.417000,0.000000
0.441629,0.002000,0.000000,2.422000,0.000000,2.973000,0.000000,2.417000,0.000000
0.449629,0.002000,0.000000,2.423000,0.000000,2.973000,0.000000,2.417000,0.000000
0.457629,0.002000,0.000000,2.423000,0.000000,2.973000,0.000000,2.417000,0.000000
0.465629,0.002000,0.000000,2.423000,0.000000,2.974000,0.000000,2.417000,0.000000
0.473629,0.002000,0.000000,2.423000,0.000000,2.974000,0.000000,2.353000,0.000000
0.481629,0.001000,0.000000,2.423000,0.000000,2.974000,0.000000,2.353000,0.000000
0.489629,0.001000,0.000000,2.423000,0.000000,2.974000,0.000000,2.353000,0.000000
0.497629,0.001000,0.000000,2.371000,0.000000,2.974000,0.000000,2.353000,0.000000
0.505629,0.001000,0.000000,2.371000,0.000000,2.974000,0.000000,2.353000,0.000000
0.513629,0.001000,0.000000,2.371000,0.000000,2.972000,0.000000,2.353000,0.000000
0.521629,0.001000,0.000000,2.371000,0.000000,2.972000,0.000000,2.379000,0.000000
0.529629,0.000000,0.000000,2.371000,0.000000,2.972000,0.000000,2.379000,0.000000
0.537629,0.000000,0.000000,2.371000,0.000000,2.972000,0.000000,2.379000,0.000000
0.545629,0.000000,0.000000,2.397000,0.000000,2.972000,0.000000,2.379000,0.000000
0.553629,0.000000,0.000000,2.397000,0.000000,2.972000,0.000000,2.379000,0.000000
0.561629,0.000000,0.000000,2.397000,0.000000,2.972000,0.000000,2.379000,0.000000
0.569629,0.000000,0.000000,2.397000,0.000000,2.972000,0.000000,2.391000,0.000000
0.577629,0.000000,0.000000,2.397000,0.000000,2.972000,0.000000,2.391000,0.000000
0.585629,0.001000,0.000000,2.397000,0.000000,2.972000,0.000000,2.391000,0.000000
0.593629,0.001000,0.000000,2.397000,0.000000,2.972000,0.000000,2.391000,0.000000
0.601629,0.001000,0.000000,2.401000,0.000000,2.972000,0.000000,2.391000,0.000000
0.609629,0.001000,0.000000,2.401000,0.000000,2.972000,0.000000,2.391000,0.000000
0.617629,0.001000,0.000000,2.401000,0.000000,2.975000,0.000000,2.391000,0.000000
0.625629,0.001000,0.000000,2.401000,0.000000,2.975000,0.000000,2.396000,0.000000
0.633629,0.001000,0.000000,2.401000,0.000000,2.975000,0.000000,2.396000,0.000000
0.641629,0.001000,0.000000,2.401000,0.000000,2.975000,0.000000,2.396000,0.000000
0.649629,0.001000,0.000000,2.412000,0.000000,2.975000,0.000000,2.396000,0.000000
0.657629,0.001000,0.000000,2.412000,0.000000,2.975000,0.000000,2.396000,0.000000
0.665629,0.001000,0.000000,2.412000,0.000000,2.974000,0.000000,2.396000,0.000000
0.673629,0.001000,0.000000,2.412000,0.000000,2.974000,0.000000,2.405000,0.000000
0.681629,0.001000,0.000000,2.412000,0.000000,2.974000,0.000000,2.405000,0.000000
0.689629,0.001000,0.000000,2.412000,0.000000,2.974000,0.000000,2.405000,0.000000
0.697629,0.001000,0.000000,2.412000,0.000000,2.974000,0.000000,2.405000,0.000000
0.705629,0.001000,0.000000,2.412000,0.000000,2.974000,0.000000,2.405000,0.000000
0.713629,0.001000,0.000000,2.412000,0.000000,2.974000,0.000000,2.405000,0.000000
0.721629,0.001000,0.000000,2.412000,0.000000,2.973000,0.000000,2.405000,0.000000
0.729629,0.001000,0.000000,2.412000,0.000000,2.973000,0.000000,2.408000,0.000000
0.737629,0.002000,0.000000,2.412000,0.000000,2.973000,0.000000,2.408000,0.000000
0.745629,0.002000,0.000000,2.412000,0.000000,2.973000,0.000000,2.408000,0.000000
0.753629,0.002000,0.000000,2.415000,0.000000,2.973000,0.000000,2.408000,0.000000
0.761629,0.002000,0.000000,2.415000,0.000000,2.973000,0.000000,2.408000,0.000000
0.769629,0.002000,0.000000,2.415000,0.000000,2.975000,0.000000,2.408000,0.000000
0.777629,0.002000,0.000000,2.415000,0.000000,2.975000,0.000000,2.410000,0.000000
0.785629,0.001000,0.000000,2.415000,0.000000,2.975000,0.000000,2.410000,0.000000
0.793629,0.001000,0.000000,2.415000,0.000000,2.975000,0.000000,2.410000,0.000000
0.801629,0.001000,0.000000,2.421000,0.000000,2.975000,0.000000,2.410000,0.000000
0.809629,0.001000,0.000000,2.421000,0.000000,2.975000,0.000000,2.410000,0.000000
0.817629,0.001000,0.000000,2.421000,0.000000,2.972000,0.000000,2.410000,0.000000
0.825629,0.001000,0.000000,2.421000,0.000000,2.972000,0.000000,2.416000,0.000000
0.833629,0.001000,0.000000,2.421000,0.000000,2.972000,0.000000,2.416000,0.000000
0.841629,0.001000,0.000000,2.421000,0.000000,2.972000,0.000000,2.416000,0.000000
0.849629,0.001000,0.000000,2.421000,0.000000,2.972000,0.000000,2.416000,0.000000
0.857629,0.001000,0.000000,2.422000,0.000000,2.972000,0.000000,2.416000,0.000000
0.865629,0.001000,0.000000,2.422000,0.000000,2.972000,0.000000,2.416000,0.000000
0.873629,0.001000,0.000000,2.422000,0.000000,2.966000,0.000000,2.416000,0.000000
0.881629,0.001000,0.000000,2.422000,0.000000,2.966000,0.000000,2.415000,0.000000
0.889629,0.001000,0.000000,2.422000,0.000000,2.966000,0.000000,2.415000,0.000000
0.897629,0.001000,0.000000,2.422000,0.000000,2.966000,0.000000,2.415000,0.000000
0.905629,0.001000,0.000000,2.427000,0.000000,2.966000,0.000000,2.415000,0.000000
0.913629,0.001000,0.000000,2.427000,0.000000,2.966000,0.000000,2.415000,0.000000
0.921629,0.001000,0.000000,2.427000,0.000000,2.972000,0.000000,2.415000,0.000000
0.929629,0.001000,0.000000,2.427000,0.000000,2.972000,0.000000,2.420000,0.000000
0.937629,0.000000,0.000000,2.427000,0.000000,2.972000,0.000000,2.420000,0.000000
0.945629,0.000000,0.000000,2.427000,0.000000,2.972000,0.000000,2.420000,0.000000
0.953629,0.000000,0.000000,2.427000,0.000000,2.972000,0.000000,2.420000,0.000000
0.961629,0.000000,0.000000,2.427000,0.000000,2.972000,0.000000,2.420000,0.000000
0.969629,0.000000,0.000000,2.427000,0.000000,2.972000,0.000000,2.420000,0.000000
0.977629,0.000000,0.000000,2.427000,0.000000,2.972000,0.000000,2.345000,0.000000
0.985629,0.000000,0.000000,2.427000,0.000000,2.972000,0.000000,2.345000,0.000000
0.993629,0.000000,0.000000,2.427000,0.000000,2.972000,0.000000,2.345000,0.000000
1.001629,0.000000,0.000000,2.427000,0.000000,2.972000,0.000000,2.345000,0.000000
1.009629,0.000000,0.000000,2.367000,0.000000,2.972000,0.000000,2.345000,0.000000
1.017629,0.000000,0.000000,2.367000,0.000000,2.972000,0.000000,2.345000,0.000000
1.025629,0.000000,0.000000,2.367000,0.000000,2.972000,0.000000,2.345000,0.000000
1.033629,0.000000,0.000000,2.367000,0.000000,2.972000,0.000000,2.367000,0.000000
1.041629,0.001000,0.000000,2.367000,0.000000,2.972000,0.000000,2.367000,0.000000
1.049629,0.001000,0.000000,2.367000,0.000000,2.972000,0.000000,2.367000,0.000000
1.057629,0.001000,0.000000,2.380000,0.000000,2.972000,0.000000,2.367000,0.000000
1.065629,0.001000,0.000000,2.380000,0.000000,2.972000,0.000000,2.367000,0.000000
1.073629,0.001000,0.000000,2.380000,0.000000,2.972000,0.000000,2.367000,0.000000
1.081629,0.001000,0.000000,2.380000,0.000000,2.972000,0.000000,2.383000,0.000000
1.089629,0.000000,0.000000,2.380000,0.000000,2.972000,0.000000,2.383000,0.000000
1.097629,0.000000,0.000000,2.380000,0.000000,2.972000,0.000000,2.383000,0.000000
1.105629,0.000000,0.000000,2.392000,0.000000,2.972000,0.000000,2.383000,0.000000
1.113629,0.000000,0.000000,2.392000,0.000000,2.972000,0.000000,2.383000,0.000000
1.121629,0.000000,0.000000,2.392000,0.000000,2.972000,0.000000,2.383000,0.000000
1.129629,0.000000,0.000000,2.392000,0.000000,2.972000,0.000000,2.383000,0.000000
1.137629,0.000000,0.000000,2.392000,0.000000,2.972000,0.000000,2.388000,0.000000
1.145629,0.001000,0.000000,2.392000,0.000000,2.972000,0.000000,2.388000,0.000000
1.153629,0.001000,0.000000,2.392000,0.000000,2.972000,0.000000,2.388000,0.000000
1.161629,0.001000,0.000000,2.398000,0.000000,2.972000,0.000000,2.388000,0.000000
1.169629,0.001000,0.000000,2.398000,0.000000,2.972000,0.000000,2.388000,0.000000
1.177629,0.001000,0.000000,2.398000,0.000000,2.972000,0.000000,2.388000,0.000000
1.185629,0.001000,0.000000,2.398000,0.000000,2.972000,0.000000,2.400000,0.000000
1.193629,0.001000,0.000000,2.398000,0.000000,2.972000,0.000000,2.400000,0.000000
1.201629,0.001000,0.000000,2.398000,0.000000,2.972000,0.000000,2.400000,0.000000
1.209629,0.001000,0.000000,2.407000,0.000000,2.972000,0.000000,2.400000,0.000000
1.217629,0.001000,0.000000,2.407000,0.000000,2.972000,0.000000,2.400000,0.000000
1.225629,0.001000,0.000000,2.407000,0.000000,2.974000,0.000000,2.400000,0.000000
1.233629,0.001000,0.000000,2.407000,0.000000,2.974000,0.000000,2.403000,0.000000
1.241629,0.000000,0.000000,2.407000,0.000000,2.974000,0.000000,2.403000,0.000000
1.249629,0.000000,0.000000,2.407000,0.000000,2.974000,0.000000,2.403000,0.000000
1.257629,0.000000,0.000000,2.407000,0.000000,2.974000,0.000000,2.403000,0.000000
1.265629,0.000000,0.000000,2.411000,0.000000,2.974000,0.000000,2.403000,0.000000
1.273629,0.000000,0.000000,2.411000,0.000000,2.974000,0.000000,2.403000,0.000000
1.281629,0.000000,0.000000,2.411000,0.000000,2.973000,0.000000,2.403000,0.000000
1.289629,0.000000,0.000000,2.411000,0.000000,2.973000,0.000000,2.406000,0.000000
1.297629,0.000000,0.000000,2.411000,0.000000,2.973000,0.000000,2.406000,0.000000
1.305629,0.000000,0.000000,2.411000,0.000000,2.973000,0.000000,2.406000,0.000000
1.313629,0.000000,0.000000,2.418000,0.000000,2.973000,0.000000,2.406000,0.000000
1.321629,0.000000,0.000000,2.418000,0.000000,2.973000,0.000000,2.406000,0.000000
1.329629,0.000000,0.000000,2.418000,0.000000,2.972000,0.000000,2.406000,0.000000
1.337629,0.000000,0.000000,2.418000,0.000000,2.972000,0.000000,2.412000,0.000000
1.345629,0.000000,0.000000,2.418000,0.000000,2.972000,0.000000,2.412000,0.000000
1.353629,0.000000,0.000000,2.418000,0.000000,2.972000,0.000000,2.412000,0.000000
1.361629,0.000000,0.000000,2.416000,0.000000,2.972000,0.000000,2.412000,0.000000
1.369629,0.000000,0.000000,2.416000,0.000000,2.972000,0.000000,2.412000,0.000000
1.377629,0.000000,0.000000,2.416000,0.000000,2.973000,0.000000,2.412000,0.000000
1.385629,0.000000,0.000000,2.416000,0.000000,2.973000,0.000000,2.412000,0.000000
1.393629,0.000000,0.000000,2.416000,0.000000,2.973000,0.000000,2.412000,0.000000
1.401629,0.002000,0.000000,2.416000,0.000000,2.973000,0.000000,2.412000,0.000000
1.409629,0.002000,0.000000,2.416000,0.000000,2.973000,0.000000,2.412000,0.000000
1.417629,0.002000,0.000000,2.423000,0.000000,2.973000,0.000000,2.412000,0.000000
1.425629,0.002000,0.000000,2.423000,0.000000,2.973000,0.000000,2.412000,0.000000
1.433629,0.002000,0.000000,2.423000,0.000000,2.974000,0.000000,2.412000,0.000000
1.441629,0.002000,0.000000,2.423000,0.000000,2.974000,0.000000,2.417000,0.000000
1.449629,0.000000,0.000000,2.423000,0.000000,2.974000,0.000000,2.417000,0.000000
1.457629,0.000000,0.000000,2.423000,0.000000,2.974000,0.000000,2.417000,0.000000
1.465629,0.000000,0.000000,2.423000,0.000000,2.974000,0.000000,2.417000,0.000000
1.473629,0.000000,0.000000,2.423000,0.000000,2.974000,0.000000,2.417000,0.000000
1.481629,0.000000,0.000000,2.423000,0.000000,2.972000,0.000000,2.417000,0.000000
1.489629,0.000000,0.000000,2.423000,0.000000,2.972000,0.000000,2.418000,0.000000
1.497629,0.001000,0.000000,2.423000,0.000000,2.972000,0.000000,2.418000,0.000000
1.505629,0.001000,0.000000,2.423000,0.000000,2.972000,0.000000,2.418000,0.000000
1.513629,0.001000,0.000000,2.363000,0.000000,2.972000,0.000000,2.418000,0.000000
1.521629,0.001000,0.000000,2.363000,0.000000,2.972000,0.000000,2.418000,0.000000
1.529629,0.001000,0.000000,2.363000,0.000000,2.972000,0.000000,2.418000,0.000000
1.537629,0.001000,0.000000,2.363000,0.000000,2.973000,0.000000,2.418000,0.000000
1.545629,0.001000,0.000000,2.363000,0.000000,2.973000,0.000000,2.371000,0.000000
1.553629,0.001000,0.000000,2.363000,0.000000,2.973000,0.000000,2.371000,0.000000
1.561629,0.001000,0.000000,2.363000,0.000000,2.973000,0.000000,2.371000,0.000000
1.569629,0.001000,0.000000,2.391000,0.000000,2.973000,0.000000,2.371000,0.000000
1.577629,0.001000,0.000000,2.391000,0.000000,2.973000,0.000000,2.371000,0.000000
1.585629,0.001000,0.000000,2.391000,0.000000,2.974000,0.000000,2.371000,0.000000
1.593629,0.001000,0.000000,2.391000,0.000000,2.974000,0.000000,2.387000,0.000000
1.601629,0.001000,0.000000,2.391000,0.000000,2.974000,0.000000,2.387000,0.000000
1.609629,0.001000,0.000000,2.391000,0.000000,2.974000,0.000000,2.387000,0.000000
1.617629,0.001000,0.000000,2.402000,0.000000,2.974000,0.000000,2.387000,0.000000
1.625629,0.001000,0.000000,2.402000,0.000000,2.974000,0.000000,2.387000,0.000000
1.633629,0.001000,0.000000,2.402000,0.000000,2.976000,0.000000,2.387000,0.000000
1.641629,0.001000,0.000000,2.402000,0.000000,2.976000,0.000000,2.398000,0.000000
1.649629,0.000000,0.000000,2.402000,0.000000,2.976000,0.000000,2.398000,0.000000
1.657629,0.000000,0.000000,2.402000,0.000000,2.976000,0.000000,2.398000,0.000000
1.665629,0.000000,0.000000,2.402000,0.000000,2.976000,0.000000,2.398000,0.000000
1.673629,0.000000,0.000000,2.408000,0.000000,2.976000,0.000000,2.398000,0.000000
1.681629,0.000000,0.000000,2.408000,0.000000,2.976000,0.000000,2.398000,0.000000
1.689629,0.000000,0.000000,2.408000,0.000000,2.972000,0.000000,2.398000,0.000000
1.697629,0.000000,0.000000,2.408000,0.000000,2.972000,0.000000,2.402000,0.000000
1.705629,0.001000,0.000000,2.408000,0.000000,2.972000,0.000000,2.402000,0.000000
1.713629,0.001000,0.000000,2.408000,0.000000,2.972000,0.000000,2.402000,0.000000
1.721629,0.001000,0.000000,2.413000,0.000000,2.972000,0.000000,2.402000,0.000000
1.729629,0.001000,0.000000,2.413000,0.000000,2.972000,0.000000,2.402000,0.000000
1.737629,0.001000,0.000000,2.413000,0.000000,2.973000,0.000000,2.402000,0.000000
1.745629,0.001000,0.000000,2.413000,0.000000,2.973000,0.000000,2.409000,0.000000
1.753629,0.000000,0.000000,2.413000,0.000000,2.973000,0.000000,2.409000,0.000000
1.761629,0.000000,0.000000,2.413000,0.000000,2.973000,0.000000,2.409000,0.000000
1.769629,0.000000,0.000000,2.416000,0.000000,2.973000,0.000000,2.409000,0.000000
1.777629,0.000000,0.000000,2.416000,0.000000,2.973000,0.000000,2.409000,0.000000
1.785629,0.000000,0.000000,2.416000,0.000000,2.974000,0.000000,2.409000,0.000000
1.793629,0.000000,0.000000,2.416000,0.000000,2.974000,0.000000,2.412000,0.000000
1.801629,0.000000,0.000000,2.416000,0.000000,2.974000,0.000000,2.412000,0.000000
1.809629,0.001000,0.000000,2.416000,0.000000,2.974000,0.000000,2.412000,0.000000
1.817629,0.001000,0.000000,2.416000,0.000000,2.974000,0.000000,2.412000,0.000000
1.825629,0.001000,0.000000,2.417000,0.000000,2.974000,0.000000,2.412000,0.000000
1.833629,0.001000,0.000000,2.417000,0.000000,2.974000,0.000000,2.412000,0.000000
1.841629,0.001000,0.000000,2.417000,0.000000,2.972000,0.000000,2.412000,0.000000
1.849629,0.001000,0.000000,2.417000,0.000000,2.972000,0.000000,2.412000,0.000000
1.857629,0.001000,0.000000,2.417000,0.000000,2.972000,0.000000,2.412000,0.000000
1.865629,0.001000,0.000000,2.417000,0.000000,2.972000,0.000000,2.412000,0.000000
1.873629,0.001000,0.000000,2.425000,0.000000,2.972000,0.000000,2.412000,0.000000
1.881629,0.001000,0.000000,2.425000,0.000000,2.972000,0.000000,2.412000,0.000000
1.889629,0.001000,0.000000,2.425000,0.000000,2.973000,0.000000,2.412000,0.000000
1.897629,0.001000,0.000000,2.425000,0.000000,2.973000,0.000000,2.416000,0.000000
1.905629,0.001000,0.000000,2.425000,0.000000,2.973000,0.000000,2.416000,0.000000
1.913629,0.001000,0.000000,2.425000,0.000000,2.973000,0.000000,2.416000,0.000000
1.921629,0.001000,0.000000,2.422000,0.000000,2.973000,0.000000,2.416000,0.000000
1.929629,0.001000,0.000000,2.422000,0.000000,2.973000,0.000000,2.416000,0.000000
1.937629,0.001000,0.000000,2.422000,0.000000,2.973000,0.000000,2.416000,0.000000
1.945629,0.001000,0.000000,2.422000,0.000000,2.973000,0.000000,2.416000,0.000000
1.953629,0.001000,0.000000,2.422000,0.000000,2.973000,0.000000,2.416000,0.000000
1.961629,0.001000,0.000000,2.422000,0.000000,2.973000,0.000000,2.416000,0.000000
1.969629,0.001000,0.000000,2.422000,0.000000,2.973000,0.000000,2.416000,0.000000
1.977629,0.001000,0.000000,2.425000,0.000000,2.973000,0.000000,2.416000,0.000000
1.985629,0.001000,0.000000,2.425000,0.000000,2.973000,0.000000,2.416000,0.000000
1.993629,0.001000,0.000000,2.425000,0.000000,2.973000,0.000000,2.416000,0.000000
2.001629,0.001000,0.000000,2.425000,0.000000,2.973000,0.000000,2.422000,0.000000
2.009629,0.001000,0.000000,2.425000,0.000000,2.973000,0.000000,2.422000,0.000000
2.017629,0.001000,0.000000,2.425000,0.000000,2.973000,0.000000,2.422000,0.000000
2.025629,0.001000,0.000000,2.355000,0.000000,2.973000,0.000000,2.422000,0.000000
2.033629,0.001000,0.000000,2.355000,0.000000,2.973000,0.000000,2.422000,0.000000
2.041629,0.001000,0.000000,2.355000,0.000000,2.973000,0.000000,2.422000,0.000000
2.049629,0.001000,0.000000,2.355000,0.000000,2.973000,0.000000,2.360000,0.000000
2.057629,0.000000,0.000000,2.355000,0.000000,2.973000,0.000000,2.360000,0.000000
2.065629,0.000000,0.000000,2.355000,0.000000,2.973000,0.000000,2.360000,0.000000
2.073629,0.000000,0.000000,2.355000,0.000000,2.973000,0.000000,2.360000,0.000000
2.081629,0.000000,0.000000,2.376000,0.000000,2.973000,0.000000,2.360000,0.000000
2.089629,0.000000,0.000000,2.376000,0.000000,2.973000,0.000000,2.360000,0.000000
2.097629,0.000000,0.000000,2.376000,0.000000,2.975000,0.000000,2.360000,0.000000
2.105629,0.000000,0.000000,2.376000,0.000000,2.975000,0.000000,2.377000,0.000000
2.113629,0.001000,0.000000,2.376000,0.000000,2.975000,0.000000,2.377000,0.000000
2.121629,0.001000,0.000000,2.376000,0.000000,2.975000,0.000000,2.377000,0.000000
2.129629,0.001000,0.000000,2.388000,0.000000,2.975000,0.000000,2.377000,0.000000
2.137629,0.001000,0.000000,2.388000,0.000000,2.975000,0.000000,2.377000,0.000000
2.145629,0.001000,0.000000,2.388000,0.000000,2.973000,0.000000,2.377000,0.000000
2.153629,0.001000,0.000000,2.388000,0.000000,2.973000,0.000000,2.385000,0.000000
2.161629,0.000000,0.000000,2.388000,0.000000,2.973000,0.000000,2.385000,0.000000
2.169629,0.000000,0.000000,2.388000,0.000000,2.973000,0.000000,2.385000,0.000000
2.177629,0.000000,0.000000,2.398000,0.000000,2.973000,0.000000,2.385000,0.000000
2.185629,0.000000,0.000000,2.398000,0.000000,2.973000,0.000000,2.385000,0.000000
2.193629,0.000000,0.000000,2.398000,0.000000,2.973000,0.000000,2.385000,0.000000
2.201629,0.000000,0.000000,2.398000,0.000000,2.973000,0.000000,2.396000,0.000000
2.209629,0.000000,0.000000,2.398000,0.000000,2.973000,0.000000,2.396000,0.000000
2.217629,0.000000,0.000000,2.398000,0.000000,2.973000,0.000000,2.396000,0.000000
2.225629,0.000000,0.000000,2.398000,0.000000,2.973000,0.000000,2.396000,0.000000
2.233629,0.000000,0.000000,2.406000,0.000000,2.973000,0.000000,2.396000,0.000000
2.241629,0.000000,0.000000,2.406000,0.000000,2.973000,0.000000,2.396000,0.000000
2.249629,0.000000,0.000000,2.406000,0.000000,2.972000,0.000000,2.396000,0.000000
2.257629,0.000000,0.000000,2.406000,0.000000,2.972000,0.000000,2.400000,0.000000
2.265629,0.003000,0.000000,2.406000,0.000000,2.972000,0.000000,2.400000,0.000000
2.273629,0.003000,0.000000,2.406000,0.000000,2.972000,0.000000,2.400000,0.000000
2.281629,0.003000,0.000000,2.408000,0.000000,2.972000,0.000000,2.400000,0.000000
2.289629,0.003000,0.000000,2.408000,0.000000,2.972000,0.000000,2.400000,0.000000
2.297629,0.003000,0.000000,2.408000,0.000000,2.973000,0.000000,2.400000,0.000000
2.305629,0.003000,0.000000,2.408000,0.000000,2.973000,0.000000,2.407000,0.000000
2.313629,0.001000,0.000000,2.408000,0.000000,2.973000,0.000000,2.407000,0.000000
2.321629,0.001000,0.000000,2.408000,0.000000,2.973000,0.000000,2.407000,0.000000
2.329629,0.001000,0.000000,2.413000,0.000000,2.973000,0.000000,2.407000,0.000000
2.337629,0.001000,0.000000,2.413000,0.000000,2.973000,0.000000,2.407000,0.000000
2.345629,0.001000,0.000000,2.413000,0.000000,2.973000,0.000000,2.407000,0.000000
2.353629,0.001000,0.000000,2.413000,0.000000,2.974000,0.000000,2.407000,0.000000
2.361629,0.001000,0.000000,2.413000,0.000000,2.974000,0.000000,2.410000,0.000000
2.369629,0.001000,0.000000,2.413000,0.000000,2.974000,0.000000,2.410000,0.000000
2.377629,0.001000,0.000000,2.413000,0.000000,2.974000,0.000000,2.410000,0.000000
2.385629,0.001000,0.000000,2.416000,0.000000,2.974000,0.000000,2.410000,0.000000
2.393629,0.001000,0.000000,2.416000,0.000000,2.974000,0.000000,2.410000,0.000000
2.401629,0.001000,0.000000,2.416000,0.000000,2.975000,0.000000,2.410000,0.000000
2.409629,0.001000,0.000000,2.416000,0.000000,2.975000,0.000000,2.410000,0.000000
2.417629,0.001000,0.000000,2.416000,0.000000,2.975000,0.000000,2.410000,0.000000
2.425629,0.001000,0.000000,2.416000,0.000000,2.975000,0.000000,2.410000,0.000000
2.433629,0.001000,0.000000,2.421000,0.000000,2.975000,0.000000,2.410000,0.000000
2.441629,0.001000,0.000000,2.421000,0.000000,2.975000,0.000000,2.410000,0.000000
2.449629,0.001000,0.000000,2.421000,0.000000,2.974000,0.000000,2.410000,0.000000
2.457629,0.001000,0.000000,2.421000,0.000000,2.974000,0.000000,2.418000,0.000000
2.465629,0.000000,0.000000,2.421000,0.000000,2.974000,0.000000,2.418000,0.000000
2.473629,0.000000,0.000000,2.421000,0.000000,2.974000,0.000000,2.418000,0.000000
2.481629,0.000000,0.000000,2.421000,0.000000,2.974000,0.000000,2.418000,0.000000
2.489629,0.000000,0.000000,2.422000,0.000000,2.974000,0.000000,2.418000,0.000000
2.497629,0.000000,0.000000,2.422000,0.000000,2.974000,0.000000,2.418000,0.000000
2.505629,0.000000,0.000000,2.422000,0.000000,2.973000,0.000000,2.418000,0.000000
2.513629,0.000000,0.000000,2.422000,0.000000,2.973000,0.000000,2.415000,0.000000
2.521629,0.001000,0.000000,2.422000,0.000000,2.973000,0.000000,2.415000,0.000000
2.529629,0.001000,0.000000,2.422000,0.000000,2.973000,0.000000,2.415000,0.000000
2.537629,0.001000,0.000000,2.412000,0.000000,2.973000,0.000000,2.415000,0.000000
2.545629,0.001000,0.000000,2.412000,0.000000,2.973000,0.000000,2.415000,0.000000
