

Phone powered on Date =1970-03-21-12:59:06.395776
Phone Up Time(Seconds) =123
Phone Flash Version =payton-userdebug 7.1.1 NPW26.83-29 86 intcfg,test-keys
Phone boot mode =normal

TimeStamp,UpTime,dc_current_max,dc_online,dc_voltage_now,dc_present,bms_temp,bms_constant_charge_voltage,bms_charge_now_raw,bms_resistance,bms_charge_full_design,bms_current_now,bms_charge_now,bms_soc_reporting_ready,bms_charge_full,bms_capacity,bms_voltage_max_design,bms_debug_battery,bms_charge_counter,bms_voltage_ocv,bms_voltage_now,bms_battery_type,bms_cycle_count,bms_time_to_full_avg,bms_time_to_empty_avg,bms_resistance_id,bms_cycle_count_id,usb_real_type,usb_boost_current,usb_hw_current_max,usb_system_temp_level,usb_pd_current_max,usb_input_current_settled,usb_current_max,usb_typec_power_role,usb_num_system_temp_levels,usb_typec_mode,usb_input_current_now,usb_online,usb_voltage_max,usb_voltage_min,usb_voltage_now,usb_pe_start,usb_typec_cc_orientation,usb_pd_allowed,usb_pd_active,usb_ctm_current_max,usb_pr_swap,usb_present,main_fcc_delta,main_input_current_settled,main_current_max,main_input_voltage_settled,main_constant_charge_current_max,main_voltage_max,usbeb_current_max,usbeb_online,usbeb_present,wireless_system_temp_level,wireless_current_max,wireless_num_system_temp_levels,wireless_online,wireless_present,battery_age,battery_temp,battery_voltage_qnovo,battery_step_charging_step,battery_dp_dm,battery_charger_temp_max,battery_battery_charging_enabled,battery_input_suspend,battery_system_temp_level,battery_set_ship_mode,battery_rerun_aicl,battery_charger_temp,battery_input_current_limited,battery_current_now,battery_parallel_disable,battery_charge_done,battery_charge_rate,battery_charge_type,battery_capacity,battery_health,battery_num_system_temp_levels,battery_constant_charge_current_max,battery_status,battery_voltage_max,battery_voltage_now,battery_die_health,battery_technology,battery_step_charging_enabled,battery_present,battery_current_qnovo,pc_port_online,
1970-03-21-13:17:35.417049,1232,500000,0,0,0,260,4389899,-102440,163330,3039000,3417,0,1,3039000,100,4400000,0,2372746,4358893,4362293,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),36835,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,260,-22,3,0,812,0,0,0,0,0,291,0,2929,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4362049,Cool,Li-ion,0,1,-22,1,
1970-03-21-13:18:35.613527,1292,500000,0,0,0,260,4389899,-102496,163330,3039000,2929,0,1,3039000,100,4400000,0,2372689,4358893,4362781,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),46044,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,260,-22,3,0,812,0,0,0,0,0,291,0,2929,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4362781,Cool,Li-ion,0,1,-22,1,
1970-03-21-13:19:35.739848,1352,500000,0,0,0,260,4389899,-102552,163330,3039000,2929,0,1,3039000,100,4400000,0,2372633,4357916,4362049,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),23022,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,260,-22,3,0,812,0,0,0,0,0,291,0,2929,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4362293,Cool,Li-ion,0,1,-22,1,
1970-03-21-13:20:35.898309,1413,500000,0,0,0,260,4389899,-102609,163330,3039000,2929,0,1,3039000,100,4400000,0,2372576,4359381,4362781,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),27626,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,260,-22,3,0,812,0,0,0,0,0,291,0,2929,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4362781,Cool,Li-ion,0,1,-22,1,
1970-03-21-13:21:36.057291,1473,500000,0,0,0,260,4389899,-102665,163330,3039000,2929,0,1,3039000,100,4400000,0,2372520,4359381,4362049,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),46044,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,260,-22,3,0,812,0,0,0,0,0,291,0,2929,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4362049,Cool,Li-ion,0,1,-22,1,
1970-03-21-13:22:36.218044,1533,500000,0,0,0,250,4389899,-102721,163574,3039000,3417,0,1,3039000,100,4400000,0,2372464,4359381,4361805,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),46044,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,291,0,2929,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4362293,Cool,Li-ion,0,1,-22,1,
1970-03-21-13:23:36.363456,1593,500000,0,0,0,250,4389899,-102778,163574,3039000,2929,0,1,3039000,100,4400000,0,2372407,4358405,4362293,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),128925,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,291,0,2929,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4362293,Cool,Li-ion,0,1,-22,1,
1970-03-21-13:24:36.543130,1653,500000,0,0,0,250,4389899,-102833,163574,3039000,2929,0,1,3039000,100,4400000,0,2372353,4358405,4362293,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),27626,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,291,0,2929,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4362049,Cool,Li-ion,0,1,-22,1,
1970-03-21-13:25:36.699283,1713,500000,0,0,0,250,4389899,-102889,163574,3039000,3417,0,1,3039000,100,4400000,0,2372296,4359869,4362049,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),27626,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,287,0,3417,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4362049,Cool,Li-ion,0,1,-22,1,
1970-03-21-13:26:36.860563,1774,500000,0,0,0,250,4389899,-102945,163574,3039000,2929,0,1,3039000,100,4400000,0,2372240,4359869,4362781,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),27626,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,287,0,2441,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4362293,Cool,Li-ion,0,1,-22,1,
1970-03-21-13:27:37.022761,1834,500000,0,0,0,250,4389899,-103001,163574,3039000,3417,0,1,3039000,100,4400000,0,2372185,4359869,4362293,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),23022,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,291,0,3417,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4362293,Cool,Li-ion,0,1,-22,1,
1970-03-21-13:28:37.214094,1894,500000,0,0,0,250,4389899,-103056,163574,3039000,2929,0,1,3039000,100,4400000,0,2372129,4360358,4362781,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),133530,0,5000000,5000000,5019531,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,291,0,2929,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4362293,Cool,Li-ion,0,1,-22,1,
1970-03-21-13:29:37.339492,1954,500000,0,0,0,250,4389899,-103112,163574,3039000,2929,0,1,3039000,100,4400000,0,2372073,4360358,4362781,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),18417,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,291,0,2929,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4362781,Cool,Li-ion,0,1,-22,1,
1970-03-21-13:30:37.498543,2014,500000,0,0,0,250,4389899,-103170,163574,3039000,2929,0,1,3039000,100,4400000,0,2372014,4360358,4361805,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),18417,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,291,0,2929,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4361805,Cool,Li-ion,0,1,-22,1,
1970-03-21-13:31:37.656799,2074,500000,0,0,0,250,4389899,-103225,163574,3039000,2929,0,1,3039000,100,4400000,0,2371960,4360358,4362293,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),27626,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,287,0,2929,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4362293,Cool,Li-ion,0,1,-22,1,
1970-03-21-13:32:37.762739,2134,500000,0,0,0,250,4389899,-103281,163574,3039000,2929,0,1,3039000,100,4400000,0,2371904,4359381,4361805,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),23022,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,287,0,2929,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4361805,Cool,Li-ion,0,1,-22,1,
1970-03-21-13:33:38.013027,2195,500000,0,0,0,250,4389899,-103336,163574,3039000,2929,0,1,3039000,100,4400000,0,2371849,4359381,4362781,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),156552,0,5000000,5000000,5058593,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,291,0,2441,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4362049,Cool,Li-ion,0,1,-22,1,
1970-03-21-13:34:38.140521,2255,500000,0,0,0,250,4389899,-103395,163574,3039000,2929,0,1,3039000,100,4400000,0,2371791,4359381,4362293,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),18417,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,287,0,2929,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4362293,Cool,Li-ion,0,1,-22,1,
1970-03-21-13:35:08.327579,2285,500000,0,0,0,250,4389899,-103422,163574,3039000,2929,0,1,3039000,100,4400000,0,2371763,4359381,4361561,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),27626,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,287,0,2929,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4361561,Cool,Li-ion,0,1,-22,1,
1970-03-21-13:35:38.306117,2315,500000,0,0,0,250,4389899,-103449,163818,3039000,3417,0,1,3039000,100,4400000,0,2371736,4360846,4362293,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),46044,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,287,0,2929,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4361072,Cool,Li-ion,0,1,-22,1,
1970-03-21-13:36:38.456268,2375,500000,0,0,0,250,4389899,-103504,163818,3039000,2929,0,1,3039000,100,4400000,0,2371681,4360846,4362781,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),18417,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,287,0,2929,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4362781,Cool,Li-ion,0,1,-22,1,
1970-03-21-13:37:38.617674,2435,500000,0,0,0,250,4389899,-103558,163818,3039000,2929,0,1,3039000,100,4400000,0,2371627,4360846,4362049,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),23022,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,287,0,2929,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4361805,Cool,Li-ion,0,1,-22,1,
1970-03-21-13:38:38.764734,2495,500000,0,0,0,250,4389899,-103614,163818,3039000,2929,0,1,3039000,100,4400000,0,2371571,4360846,4361805,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),119716,0,5000000,5000000,5019531,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,291,0,2929,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4361805,Cool,Li-ion,0,1,-22,1,
1970-03-21-13:39:38.941683,2556,500000,0,0,0,250,4389899,-103670,163818,3039000,2929,0,1,3039000,100,4400000,0,2371515,4360846,4361805,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),23022,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,287,0,2929,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4361805,Cool,Li-ion,0,1,-22,1,
1970-03-21-13:40:39.097647,2616,500000,0,0,0,250,4389899,-103725,163818,3039000,3417,0,1,3039000,100,4400000,0,2371460,4360846,4362049,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),18417,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,287,0,2929,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4362049,Cool,Li-ion,0,1,-22,1,
1970-03-21-13:41:39.252415,2676,500000,0,0,0,250,4389899,-103780,163818,3039000,2929,0,1,3039000,100,4400000,0,2371405,4360846,4361805,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),23022,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,287,0,2929,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4361805,Cool,Li-ion,0,1,-22,1,
1970-03-21-13:42:39.419733,2736,500000,0,0,0,250,4389899,-103834,163818,3039000,2929,0,1,3039000,100,4400000,0,2371351,4361334,4362293,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),18417,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,287,0,2929,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4361561,Cool,Li-ion,0,1,-22,1,
1970-03-21-13:43:39.567955,2796,500000,0,0,0,250,4389899,-103890,163818,3039000,2929,0,1,3039000,100,4400000,0,2371295,4361334,4362293,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),124321,0,5000000,5000000,4980468,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,291,0,2929,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4362293,Cool,Li-ion,0,1,-22,1,
1970-03-21-13:44:39.739230,2856,500000,0,0,0,250,4389899,-103945,163818,3039000,2929,0,1,3039000,100,4400000,0,2371240,4361334,4362049,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),18417,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,287,0,2929,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4362293,Cool,Li-ion,0,1,-22,1,
1970-03-21-13:45:39.893378,2917,500000,0,0,0,250,4389899,-104001,163818,3039000,3417,0,1,3039000,100,4400000,0,2371184,4361334,4362293,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),23022,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,287,0,3417,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4362293,Cool,Li-ion,0,1,-22,1,
1970-03-21-13:46:40.054376,2977,500000,0,0,0,250,4389899,-104055,163818,3039000,2929,0,1,3039000,100,4400000,0,2371130,4361334,4362049,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),23022,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,287,0,2441,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4361561,Cool,Li-ion,0,1,-22,1,
1970-03-21-13:47:40.221459,3037,500000,0,0,0,250,4389899,-104110,163818,3039000,2929,0,1,3039000,100,4400000,0,2371076,4361334,4361805,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),27626,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,287,0,2929,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4361805,Cool,Li-ion,0,1,-22,1,
1970-03-21-13:48:40.362212,3097,500000,0,0,0,250,4389899,-104167,163818,3039000,8300,0,1,3039000,100,4400000,0,2371018,4361334,4360828,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),184179,0,5000000,5000000,4980468,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,291,0,8300,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4360828,Cool,Li-ion,0,1,-22,1,
1970-03-21-13:49:40.538756,3157,500000,0,0,0,250,4389899,-104222,163818,3039000,2929,0,1,3039000,100,4400000,0,2370963,4361334,4362293,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),18417,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,287,0,2929,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4361805,Cool,Li-ion,0,1,-22,1,
1970-03-21-13:50:40.702970,3217,500000,0,0,0,250,4389899,-104278,163818,3039000,2929,0,1,3039000,100,4400000,0,2370907,4361334,4362049,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),18417,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,287,0,2929,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4362049,Cool,Li-ion,0,1,-22,1,
1970-03-21-13:50:59.050510,3236,500000,0,0,0,250,4389899,-104293,163818,3039000,2929,0,1,3039000,100,4400000,0,2370892,4361334,4361805,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,0,0,-22,0,-22,dual power role,0,Nothing attached,0,0,5000000,5000000,0,0,0,0,0,-22,0,0,0,0,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,255,0,812,1,0,0,0,0,0,2929,0,0,None,N/A,100,Good,6,3000000,Discharging,-22,4361805,Cool,Li-ion,0,1,-22,0,
1970-03-21-13:50:59.158079,3236,500000,0,0,0,250,4389899,-104293,163818,3039000,2929,0,1,3039000,100,4400000,0,2370892,4361334,4361805,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,0,0,-22,0,-22,dual power role,0,Nothing attached,0,0,5000000,5000000,0,0,0,0,0,-22,0,0,0,0,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,255,0,812,1,0,0,0,0,0,2929,0,0,None,N/A,100,Good,6,3000000,Discharging,-22,4361805,Cool,Li-ion,0,1,-22,0,
1970-03-21-13:50:59.208019,3236,500000,0,0,0,250,4389899,-104293,163818,3039000,2929,0,1,3039000,100,4400000,0,2370892,4361334,4361805,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,0,0,-22,0,-22,dual power role,0,Nothing attached,0,0,5000000,5000000,0,0,0,0,0,-22,0,0,0,0,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,255,0,812,1,0,0,0,0,0,2929,0,0,None,N/A,100,Good,6,3000000,Discharging,-22,4361805,Cool,Li-ion,0,1,-22,0,

Phone powered on Date =1970-03-24-12:37:23.002887
Phone Up Time(Seconds) =42
Phone Flash Version =payton-userdebug 7.1.1 NPW26.83-29 86 intcfg,test-keys
Phone boot mode =normal

TimeStamp,UpTime,dc_current_max,dc_online,dc_voltage_now,dc_present,bms_temp,bms_constant_charge_voltage,bms_charge_now_raw,bms_resistance,bms_charge_full_design,bms_current_now,bms_charge_now,bms_soc_reporting_ready,bms_charge_full,bms_capacity,bms_voltage_max_design,bms_debug_battery,bms_charge_counter,bms_voltage_ocv,bms_voltage_now,bms_battery_type,bms_cycle_count,bms_time_to_full_avg,bms_time_to_empty_avg,bms_resistance_id,bms_cycle_count_id,usb_real_type,usb_boost_current,usb_hw_current_max,usb_system_temp_level,usb_pd_current_max,usb_input_current_settled,usb_current_max,usb_typec_power_role,usb_num_system_temp_levels,usb_typec_mode,usb_input_current_now,usb_online,usb_voltage_max,usb_voltage_min,usb_voltage_now,usb_pe_start,usb_typec_cc_orientation,usb_pd_allowed,usb_pd_active,usb_ctm_current_max,usb_pr_swap,usb_present,main_fcc_delta,main_input_current_settled,main_current_max,main_input_voltage_settled,main_constant_charge_current_max,main_voltage_max,usbeb_current_max,usbeb_online,usbeb_present,wireless_system_temp_level,wireless_current_max,wireless_num_system_temp_levels,wireless_online,wireless_present,battery_age,battery_temp,battery_voltage_qnovo,battery_step_charging_step,battery_dp_dm,battery_charger_temp_max,battery_battery_charging_enabled,battery_input_suspend,battery_system_temp_level,battery_set_ship_mode,battery_rerun_aicl,battery_charger_temp,battery_input_current_limited,battery_current_now,battery_parallel_disable,battery_charge_done,battery_charge_rate,battery_charge_type,battery_capacity,battery_health,battery_num_system_temp_levels,battery_constant_charge_current_max,battery_status,battery_voltage_max,battery_voltage_now,battery_die_health,battery_technology,battery_step_charging_enabled,battery_present,battery_current_qnovo,pc_port_online,
