

Phone powered on Date =1970-03-21-12:59:06.395776
Phone Up Time(Seconds) =123
Phone Flash Version =payton-userdebug 7.1.1 NPW26.83-29 86 intcfg,test-keys
Phone boot mode =normal

TimeStamp,UpTime,dc_current_max,dc_online,dc_voltage_now,dc_present,bms_temp,bms_constant_charge_voltage,bms_charge_now_raw,bms_resistance,bms_charge_full_design,bms_current_now,bms_charge_now,bms_soc_reporting_ready,bms_charge_full,bms_capacity,bms_voltage_max_design,bms_debug_battery,bms_charge_counter,bms_voltage_ocv,bms_voltage_now,bms_battery_type,bms_cycle_count,bms_time_to_full_avg,bms_time_to_empty_avg,bms_resistance_id,bms_cycle_count_id,usb_real_type,usb_boost_current,usb_hw_current_max,usb_system_temp_level,usb_pd_current_max,usb_input_current_settled,usb_current_max,usb_typec_power_role,usb_num_system_temp_levels,usb_typec_mode,usb_input_current_now,usb_online,usb_voltage_max,usb_voltage_min,usb_voltage_now,usb_pe_start,usb_typec_cc_orientation,usb_pd_allowed,usb_pd_active,usb_ctm_current_max,usb_pr_swap,usb_present,main_fcc_delta,main_input_current_settled,main_current_max,main_input_voltage_settled,main_constant_charge_current_max,main_voltage_max,usbeb_current_max,usbeb_online,usbeb_present,wireless_system_temp_level,wireless_current_max,wireless_num_system_temp_levels,wireless_online,wireless_present,battery_age,battery_temp,battery_voltage_qnovo,battery_step_charging_step,battery_dp_dm,battery_charger_temp_max,battery_battery_charging_enabled,battery_input_suspend,battery_system_temp_level,battery_set_ship_mode,battery_rerun_aicl,battery_charger_temp,battery_input_current_limited,battery_current_now,battery_parallel_disable,battery_charge_done,battery_charge_rate,battery_charge_type,battery_capacity,battery_health,battery_num_system_temp_levels,battery_constant_charge_current_max,battery_status,battery_voltage_max,battery_voltage_now,battery_die_health,battery_technology,battery_step_charging_enabled,battery_present,battery_current_qnovo,pc_port_online,
1970-03-24-12:37:23.301074,42,500000,0,0,0,240,4389899,-106779,238036,3039000,-79589,0,1,3039000,100,4400000,0,2368406,4374030,4365223,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,sink,0,Source attached (default current),414404,0,5000000,5000000,4921875,1,1,1,0,-22,0,1,0,500000,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,240,-22,1,0,812,1,0,0,0,0,327,1,-79589,0,0,Normal,Fast,100,Good,6,3000000,Charging,-22,4365223,Cool,Li-ion,0,1,-22,1,
1970-03-24-12:37:24.005526,43,500000,0,0,0,240,4389899,-106779,238036,3039000,-79589,0,1,3039000,100,4400000,0,2368406,4374030,4365223,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,sink,0,Source attached (default current),414404,0,5000000,5000000,4960937,1,1,1,0,-22,0,1,0,500000,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,240,-22,1,0,812,1,0,0,0,0,327,0,-230468,0,0,Normal,Taper,100,Good,6,3000000,Charging,-22,4382557,Cool,Li-ion,0,1,-22,1,
1970-03-24-12:37:24.727910,44,500000,0,0,0,240,4389899,-106684,237060,3039000,-230468,0,1,3039000,100,4400000,0,2368501,4374030,4382557,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,sink,0,Source attached (default current),414404,0,5000000,5000000,4921875,1,1,1,0,-22,0,1,0,500000,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,240,-22,1,0,812,1,0,0,0,0,327,1,-230468,0,0,Normal,Taper,100,Good,6,3000000,Charging,-22,4382557,Cool,Li-ion,0,1,-22,1,
1970-03-24-12:37:28.137412,47,500000,0,0,0,240,4389899,-106495,237060,3039000,-228515,0,1,3039000,100,4400000,0,2368691,4374030,4383777,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,sink,0,Source attached (default current),414404,0,5000000,5000000,4921875,1,1,1,0,-22,0,1,0,500000,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,240,-22,1,0,812,1,0,0,0,0,327,1,-228515,0,0,Normal,Fast,100,Good,6,3000000,Charging,-22,4383777,Cool,Li-ion,0,1,-22,1,
1970-03-24-12:37:30.853845,50,500000,0,0,0,240,4389899,-106371,237060,3039000,-172851,0,1,3039000,100,4400000,0,2368814,4374030,4376209,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,sink,0,Source attached (default current),377568,0,5000000,5000000,4921875,1,1,1,0,-22,0,1,0,500000,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,240,-22,1,0,812,1,0,0,0,0,323,0,-172851,0,0,Normal,Taper,100,Good,6,3000000,Charging,-22,4376209,Cool,Li-ion,0,1,-22,1,
1970-03-24-12:37:50.063610,69,500000,0,0,0,250,4389899,-105280,236328,3039000,-160644,0,1,3039000,100,4400000,0,2369905,4374030,4378650,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,sink,0,Source attached (default current),409799,0,5000000,5000000,4960937,1,1,1,0,-22,0,1,0,500000,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,1,0,812,1,0,0,0,0,309,0,-160644,0,0,Normal,Taper,100,Good,6,3000000,Charging,-22,4378650,Cool,Li-ion,0,1,-22,1,
1970-03-24-12:38:18.149832,97,500000,0,0,0,250,4389899,-103866,236328,3039000,-174804,0,1,3039000,100,4400000,0,2371319,4374030,4384021,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,375000,0,-22,375000,500000,sink,0,Source attached (default current),267060,0,5000000,5000000,4980468,1,1,1,0,-22,0,1,0,425000,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,1,0,812,1,0,0,0,0,300,0,-181640,0,0,Normal,Taper,100,Good,6,3000000,Charging,-22,4383045,Cool,Li-ion,0,1,-22,1,
1970-03-24-12:38:18.863526,98,500000,0,0,0,250,4389899,-103792,236328,3039000,-181640,0,1,3039000,100,4400000,0,2371393,4374030,4383045,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,425000,0,-22,425000,500000,sink,0,Source attached (default current),165761,0,5000000,5000000,5019531,1,1,1,0,-22,0,1,0,425000,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,1,0,812,1,0,0,0,0,296,0,-181640,0,0,Normal,Taper,100,Good,6,3000000,Charging,-22,4383045,Cool,Li-ion,0,1,-22,1,
1970-03-24-12:38:19.479700,98,500000,0,0,0,250,4389899,-103792,236328,3039000,-181640,0,1,3039000,100,4400000,0,2371393,4374030,4383045,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,425000,0,-22,425000,500000,sink,0,Source attached (default current),174970,0,5000000,5000000,5019531,1,1,1,0,-22,0,1,0,425000,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,1,0,812,1,0,0,0,0,296,0,-175781,0,0,Normal,Taper,100,Good,6,3000000,Charging,-22,4383777,Cool,Li-ion,0,1,-22,1,
1970-03-24-12:38:35.744184,115,500000,0,0,0,250,4389899,-102966,236328,3039000,-136230,0,1,3039000,100,4400000,0,2372219,4375983,4381824,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),414404,0,5000000,5000000,4921875,1,1,1,0,-22,0,1,0,500000,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,1,0,812,1,0,0,0,0,300,1,-136230,0,0,Normal,Fast,100,Good,6,3000000,Charging,-22,4381824,Cool,Li-ion,0,1,-22,1,
1970-03-24-12:38:36.516245,116,500000,0,0,0,250,4389899,-102966,236328,3039000,-136230,0,1,3039000,100,4400000,0,2372219,4375983,4381824,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),414404,0,5000000,5000000,4921875,1,1,1,0,-22,0,1,0,500000,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,1,0,812,1,0,0,0,0,300,1,-136230,0,0,Normal,Fast,100,Good,6,3000000,Charging,-22,4381824,Cool,Li-ion,0,1,-22,1,
1970-03-24-12:38:41.332705,120,500000,0,0,0,250,4389899,-102891,237304,3039000,-154785,0,1,3039000,100,4400000,0,2372294,4375983,4382557,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),308500,0,5000000,5000000,4941406,1,1,1,0,-22,0,1,0,500000,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,1,0,812,1,0,0,0,0,305,1,-170410,0,0,Normal,Fast,100,Good,6,3000000,Charging,-22,4383533,Cool,Li-ion,0,1,-22,1,
1970-03-24-12:38:42.049577,121,500000,0,0,0,250,4389899,-102820,237304,3039000,-170410,0,1,3039000,100,4400000,0,2372365,4375983,4383533,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),414404,0,5000000,5000000,4960937,1,1,1,0,-22,0,1,0,500000,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,1,0,812,1,0,0,0,0,305,0,-170410,0,0,Normal,Taper,100,Good,6,3000000,Charging,-22,4383533,Cool,Li-ion,0,1,-22,1,
1970-03-24-12:38:42.761999,122,500000,0,0,0,250,4389899,-102820,237304,3039000,-170410,0,1,3039000,100,4400000,0,2372365,4375983,4383533,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),354545,0,5000000,5000000,4941406,1,1,1,0,-22,0,1,0,500000,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,1,0,812,1,0,0,0,0,305,0,-158691,0,0,Normal,Taper,100,Good,6,3000000,Charging,-22,4382801,Cool,Li-ion,0,1,-22,1,
1970-03-24-12:38:44.794799,124,500000,0,0,0,250,4389899,-102684,237304,3039000,-171874,0,1,3039000,100,4400000,0,2372501,4375983,4383777,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),280874,0,5000000,5000000,4980468,1,1,1,0,-22,0,1,0,500000,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,1,0,812,1,0,0,0,0,300,0,-171874,0,0,Normal,Taper,100,Good,6,3000000,Charging,-22,4383777,Cool,Li-ion,0,1,-22,1,
1970-03-24-12:38:45.840190,125,500000,0,0,0,250,4389899,-102684,237304,3039000,-171874,0,1,3039000,100,4400000,0,2372501,4375983,4383777,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),280874,0,5000000,5000000,4980468,1,1,1,0,-22,0,1,0,500000,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,1,0,812,1,0,0,0,0,300,1,-167480,0,0,Normal,Taper,100,Good,6,3000000,Charging,-22,4383777,Cool,Li-ion,0,1,-22,1,
1970-03-24-12:38:46.505069,126,500000,0,0,0,250,4389899,-102616,237304,3039000,-167480,0,1,3039000,100,4400000,0,2372570,4375983,4383777,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),377568,0,5000000,5000000,4980468,1,1,1,0,-22,0,1,0,500000,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,1,0,812,1,0,0,0,0,300,0,-167480,0,0,Normal,Taper,100,Good,6,3000000,Charging,-22,4383777,Cool,Li-ion,0,1,-22,1,
1970-03-24-12:38:49.810834,129,500000,0,0,0,250,4389899,-102486,237304,3039000,-149902,0,1,3039000,100,4400000,0,2372700,4375983,4381824,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),414404,0,5000000,5000000,4941406,1,1,1,0,-22,0,1,0,500000,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,1,0,812,1,0,0,0,0,305,0,-156249,0,0,Normal,Fast,100,Good,6,3000000,Charging,-22,4382557,Cool,Li-ion,0,1,-22,1,
1970-03-24-12:38:50.819391,130,500000,0,0,0,250,4389899,-102421,237304,3039000,-156249,0,1,3039000,100,4400000,0,2372764,4375983,4382557,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),294687,0,5000000,5000000,4980468,1,1,1,0,-22,0,1,0,500000,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,1,0,812,1,0,0,0,0,300,0,-156249,0,0,Normal,Taper,100,Good,6,3000000,Charging,-22,4382557,Cool,Li-ion,0,1,-22,1,
1970-03-24-12:39:45.389388,184,500000,0,0,0,250,4389899,-99999,237304,3039000,-150878,0,1,3039000,100,4400000,0,2375186,4373053,4383777,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),147343,0,5000000,5000000,5058593,1,1,1,0,-22,0,1,0,500000,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,1,0,812,1,0,0,0,0,291,0,-150878,0,0,Normal,Taper,100,Good,6,3000000,Charging,-22,4383777,Cool,Li-ion,0,1,-22,1,
1970-03-24-12:40:45.600233,245,500000,0,0,0,250,4389899,-97573,237304,3039000,-140624,0,1,3039000,100,4400000,0,2377612,4374030,4384021,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),133530,0,5000000,5000000,5019531,1,1,1,0,-22,0,1,0,500000,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,1,0,812,1,0,0,0,0,287,0,-139160,0,0,Normal,Taper,100,Good,6,3000000,Charging,-22,4383533,Cool,Li-ion,0,1,-22,1,
1970-03-24-12:40:55.727024,255,500000,0,0,0,250,4389899,-97175,237304,3039000,-139160,0,1,3039000,100,4400000,0,2378010,4372565,4384754,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),133530,0,5000000,5000000,5058593,1,1,1,0,-22,0,1,0,500000,500000,5000000,2000000,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,1,0,812,1,0,0,0,0,287,0,-136718,0,0,Normal,Taper,100,Good,6,3000000,Charging,-22,4383533,Cool,Li-ion,0,1,-22,1,
1970-03-24-12:41:05.860772,265,500000,0,0,0,250,4389899,-96779,237304,3039000,-138183,0,1,3039000,100,4400000,0,2378406,4372565,4384266,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),18417,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,287,0,2929,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4366932,Cool,Li-ion,0,1,-22,1,
1970-03-24-12:41:06.643852,266,500000,0,0,0,250,4389899,-96780,186523,3039000,2929,0,1,3039000,100,4400000,0,2378405,4356452,4366932,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),18417,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,287,0,2929,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4366932,Cool,Li-ion,0,1,-22,1,
1970-03-24-12:42:06.028371,325,500000,0,0,0,250,4389899,-96835,186523,3039000,2929,0,1,3039000,100,4400000,0,2378350,4356452,4363270,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),18417,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,287,0,2929,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4363270,Cool,Li-ion,0,1,-22,1,
1970-03-24-12:43:06.189914,385,500000,0,0,0,250,4389899,-96891,186523,3039000,2929,0,1,3039000,100,4400000,0,2378294,4356452,4361805,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),18417,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,287,0,2929,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4362049,Cool,Li-ion,0,1,-22,1,
1970-03-24-12:44:06.352929,445,500000,0,0,0,250,4389899,-96948,186523,3039000,2929,0,1,3039000,100,4400000,0,2378238,4357428,4362049,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),18417,0,5000000,5000000,5078125,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,287,0,2929,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4362049,Cool,Li-ion,0,1,-22,1,
1970-03-24-12:45:06.508619,506,500000,0,0,0,250,4389899,-97003,186523,3039000,3417,0,1,3039000,100,4400000,0,2378182,4357428,4361561,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),18417,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,282,0,2929,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4361072,Cool,Li-ion,0,1,-22,1,
1970-03-24-12:46:06.670214,566,500000,0,0,0,250,4389899,-97059,186523,3039000,2929,0,1,3039000,100,4400000,0,2378126,4357428,4361805,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),18417,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,287,0,2929,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4361805,Cool,Li-ion,0,1,-22,1,
1970-03-24-12:47:06.818416,626,500000,0,0,0,250,4389899,-97114,186034,3039000,2929,0,1,3039000,100,4400000,0,2378071,4357916,4361072,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),18417,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,282,0,2929,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4360828,Cool,Li-ion,0,1,-22,1,
1970-03-24-12:48:06.989214,686,500000,0,0,0,250,4389899,-97171,186034,3039000,3417,0,1,3039000,100,4400000,0,2378014,4357916,4361561,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),23022,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,287,0,3417,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4360828,Cool,Li-ion,0,1,-22,1,
1970-03-24-12:49:07.184718,746,500000,0,0,0,250,4389899,-97226,186034,3039000,2929,0,1,3039000,100,4400000,0,2377959,4357916,4360828,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),119716,0,5000000,5000000,5058593,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,287,0,2929,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4360828,Cool,Li-ion,0,1,-22,1,
1970-03-24-12:50:07.309136,806,500000,0,0,0,250,4389899,-97281,186034,3039000,3417,0,1,3039000,100,4400000,0,2377904,4357916,4361561,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),27626,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,282,0,2929,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4360584,Cool,Li-ion,0,1,-22,1,
1970-03-24-12:51:07.471036,866,500000,0,0,0,250,4389899,-97337,186034,3039000,2929,0,1,3039000,100,4400000,0,2377848,4357916,4360828,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),23022,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,287,0,2929,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4360828,Cool,Li-ion,0,1,-22,1,
1970-03-24-12:52:07.627031,927,500000,0,0,0,250,4389899,-97391,186034,3039000,2929,0,1,3039000,100,4400000,0,2377794,4357916,4361072,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),32231,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,287,0,2929,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4360340,Cool,Li-ion,0,1,-22,1,
1970-03-24-12:53:07.782388,987,500000,0,0,0,250,4389899,-97448,186523,3039000,3417,0,1,3039000,100,4400000,0,2377737,4358405,4360584,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),18417,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,287,0,3417,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4360584,Cool,Li-ion,0,1,-22,1,
1970-03-24-12:54:07.942420,1047,500000,0,0,0,250,4389899,-97504,186034,3039000,2929,0,1,3039000,100,4400000,0,2377681,4358405,4361072,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),32231,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,282,0,2929,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4360828,Cool,Li-ion,0,1,-22,1,
1970-03-24-12:55:08.105696,1107,500000,0,0,0,250,4389899,-97560,186034,3039000,3417,0,1,3039000,100,4400000,0,2377625,4358405,4361561,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),23022,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,282,0,3417,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4361561,Cool,Li-ion,0,1,-22,1,
1970-03-24-12:56:08.214359,1167,500000,0,0,0,250,4389899,-97617,186034,3039000,2929,0,1,3039000,100,4400000,0,2377568,4358893,4360584,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),23022,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,282,0,2929,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4360584,Cool,Li-ion,0,1,-22,1,
1970-03-24-12:57:08.433069,1227,500000,0,0,0,250,4389899,-97671,186034,3039000,2929,0,1,3039000,100,4400000,0,2377514,4358893,4361072,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),18417,0,5000000,5000000,5058593,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,287,0,5371,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4360340,Cool,Li-ion,0,1,-22,1,
1970-03-24-12:58:08.586479,1288,500000,0,0,0,250,4389899,-97728,186523,3039000,3417,0,1,3039000,100,4400000,0,2377457,4358893,4359852,2775154_lenovo_hx40sunwoda_3000mah_averaged_masterslave_feb3rd2017,1,0,58348,245000,1,USB,0,500000,0,-22,500000,500000,dual power role,0,Source attached (default current),18417,0,5000000,5000000,5097656,1,1,1,0,-22,0,1,0,500000,500000,5000000,0,4395000,500000,0,0,0,500000,0,0,0,100,250,-22,3,0,812,0,0,0,0,0,287,0,3417,0,1,Normal,N/A,100,Good,6,3000000,Full,-22,4359852,Cool,Li-ion,0,1,-22,1,
